date,location,type
2022-12-25,Antonino.  Power will resume immediately after the repair,MASELCO
2022-12-28,Cataingan.  Power will resume immediately after the activity,MASELCO
2022-12-28,Uson due to replacement of burned pole at Curvada,MASELCO
2022-12-28,"Morning,Cataingan to Miaga",MASELCO
2022-12-29,Baleno and Aroroy,MASELCO
2023-01-04,Aroroy to Mandaon,MASELCO
2023-01-04,Bangon,MASELCO
2023-01-06,Malinta to Milagros and Mabato-bato,MASELCO
2023-01-06,Mandaon,MASELCO
2023-01-06,Milagros to Tolda,MASELCO
2023-01-06,Tawad,MASELCO
2023-01-12,Esperanza,MASELCO
2023-01-12,Pio V. Corpus to Dumorog,MASELCO
2023-01-12,Guindawahan,MASELCO
2023-01-19,All Feeders,MASELCO
2023-01-19,All Feeders,MASELCO
2023-01-21,Masbate City,MASELCO
2023-01-21,Malinta,MASELCO
2023-01-21,All Feeders,MASELCO
2023-01-24,All Feeders,MASELCO
2023-02-02,All Feeders,MASELCO
2023-02-10,"Bangon,Aroroy Substation.  Our Technical Personnel is already onsite for immediate power restoration",MASELCO
2023-02-13,Espinosa and some part of Bagumbayan Masbate City.  Th,MASELCO
2023-02-13,Ibingay,MASELCO
2023-02-13,Centro,MASELCO
2023-02-13,Brgy,MASELCO
2023-02-16,Uson,MASELCO
2023-02-16,Lipata Sawang,MASELCO
2023-02-18,Ibingay Masbate City,MASELCO
2023-02-18,Espinosa,MASELCO
2023-02-18,Bagumbayan,MASELCO
2023-02-18,Centro,MASELCO
2023-02-18,Bapor,MASELCO
2023-02-18,Brgy,MASELCO
2023-02-22,Kinamaligan to Milagros and Baleno.  Th,MASELCO
2023-02-22,Pulang bato,MASELCO
2023-02-23,Uson.  Th,MASELCO
2023-02-23,Mobo to Miaga,MASELCO
2023-02-23,Uson,MASELCO
2023-02-23,"Banadero,Mobo to Miaga",MASELCO
2023-02-26,Cataingan to Placer,MASELCO
2023-02-26,Curvada,MASELCO
2023-02-27,Nursery and part of Centro.,MASELCO
2023-02-27,Pating,MASELCO
2023-02-27,Brgy. F. Magallanes,MASELCO
2023-03-11,All Feeders,MASELCO
2023-03-22,All Feeders,MASELCO
2023-03-24,Cawayan. Kinamaligan to Milagros and Guinlasaan Baleno.  Th,MASELCO
2023-03-24,Uson and San Vicente,MASELCO
2023-03-24,Mobo to Miaga,MASELCO
2023-03-24,Masbate City,MASELCO
2023-04-08,All Feeders,MASELCO
2023-04-08,All Feeders,MASELCO
2023-04-27,Uson,MASELCO
2023-04-27,Cataingan to Miaga,MASELCO
2023-04-28,Bagumbayan and Espinosa.,MASELCO
2023-04-28,Ibingay,MASELCO
2023-04-28,Kalipay,MASELCO
2023-04-28,Centro,MASELCO
2023-04-28,Brgy. Pating,MASELCO
2023-04-28,Masbate City,MASELCO
2023-05-07,Placer,MASELCO
2023-05-07,Tolda to Balud and San Vicente Cawayan to Lucso-an,MASELCO
2023-05-11,Uson,MASELCO
2023-05-11,Cataingan to Miaga,MASELCO
2023-05-11,Gahit,MASELCO
2023-05-18,Cataingan,MASELCO
2023-05-18,Curvada to Cadulawan ,MASELCO
2023-05-18,Uson,MASELCO
2023-05-18,Bañadero to Miaga,MASELCO
2023-05-24,Uson,MASELCO
2023-05-24,Cataingan to Miaga,MASELCO
2023-05-24,Gahit,MASELCO
2023-05-26,Baleno,MASELCO
2023-05-26,Pob. Aroroy to Guinlasaan,MASELCO
2023-05-28,Mandaon,MASELCO
2023-05-28,Milagros and Mabato-bato,MASELCO
2023-05-28,Malinta to Tolda,MASELCO
2023-05-28,All Feeders,MASELCO
2023-05-30,Uson,MASELCO
2023-05-30,"Morning,Cataingan to Miaga",MASELCO
2023-05-30,Aroroy,MASELCO
2023-05-30,Brgy. Luy-a,MASELCO
2023-05-31,"Brgy Iligan ,Esperanza.  Photo by",MASELCO
2023-06-01,Esperanza,MASELCO
2023-06-01,Brgy. Rizal,MASELCO
2023-06-06,Cataingan,MASELCO
2023-06-06,Palanas and Gahit,MASELCO
2023-06-06,Uson to Dimasalang,MASELCO
2023-06-06,Miaga,MASELCO
2023-06-07,Cataingan,MASELCO
2023-06-07,Palanas and Gahit,MASELCO
2023-06-07,Uson to Dimasalang,MASELCO
2023-06-07,Miaga,MASELCO
2023-06-07,Uson,MASELCO
2023-06-07,Cataingan to Miaga,MASELCO
2023-06-07,Morning,MASELCO
2023-06-10,Uson,MASELCO
2023-06-10,Cataingan to Miaga,MASELCO
2023-06-10,the substation affecting the areas from Morning,MASELCO
2023-06-12,Placer,MASELCO
2023-06-12,Cataingan to Placer,MASELCO
2023-06-12,Curvada,MASELCO
2023-06-15,Cataingan Pio v Corpuz and Esperanza,MASELCO
2023-06-15,Curvada,MASELCO
2023-06-16,Placer,MASELCO
2023-06-16,Esperanza,MASELCO
2023-06-16,Brgy. Santiago,MASELCO
2023-06-16,Sitio Martina,MASELCO
2023-06-17,All Feeders,MASELCO
2023-06-21,Palanas due to damaged cut-out,MASELCO
2023-06-21,Buntod,MASELCO
2023-06-21,Cataingan due to broken insulator and detached primary wire.  Affected Areas,MASELCO
2023-06-21,Brgy Estampar,MASELCO
2023-06-27,Pio v Corpuz and Esperanza.  2. Genset problem of DMCI Sat. Plant at Cawayan.  3. Recloser malfunction at Pulang bato covering the areas of Kinamaligan to Baleno and Milagros.   Our technical team are already on the site to conduct repair and for immediate power restoration.  We apologize for the inconvenience,MASELCO
2023-06-28,Brgy. Pawa to Magdalena,MASELCO
2023-06-29,All Feeders,MASELCO
2023-07-02,Uson,MASELCO
2023-07-02,Mobo to Miaga,MASELCO
2023-07-02,Banadero,MASELCO
2023-07-02,Uson,MASELCO
2023-07-02,Mobo to Miaga,MASELCO
2023-07-02,Banadero,MASELCO
2023-07-03,Tolda to Balud,MASELCO
2023-07-03,Uson and Masbate City,MASELCO
2023-07-03,Mobo,MASELCO
2023-07-03,Kinamaligan to Baleno and Milagros.  Th,MASELCO
2023-07-03,Uson,MASELCO
2023-07-03,Mobo,MASELCO
2023-07-11,Milagros,MASELCO
2023-07-11,Brgy. Tawad,MASELCO
2023-07-17,repair and for immediate power restoration.  We apologize for the inconvenience,MASELCO
2023-07-17,Pio V Corpus    Our maintence team are already on the site to conduct line checking,MASELCO
2023-07-17,Brgy Salvacion,MASELCO
2023-07-18,Cawayan.  Th,MASELCO
2023-07-18,Uson and San Vicente,MASELCO
2023-07-18,Mobo to Miaga,MASELCO
2023-07-18,Brgy. Tabuc,MASELCO
2023-07-20, Placer,MASELCO
2023-07-20,San Vicente Cawayan to Lucso-an,MASELCO
2023-07-25,Cataingan.  Our maintenance team are already on the site to conduct repair and for,MASELCO
2023-07-25,Palanas and street light post touching the primary line in Crossing,MASELCO
2023-07-25,Pio v Corpur and Esperanza was due to damage distribution lines in Brgy Pina,MASELCO
2023-07-25,Placer,MASELCO
2023-07-25,Cataingan,MASELCO
2023-07-25,Palanas,MASELCO
2023-07-25,Dimasalang,MASELCO
2023-07-30,Pio V Corpus to Esperanza,MASELCO
2023-07-30,Calong-ongan,MASELCO
2023-08-01,Masbate City,MASELCO
2023-08-01,Brgy. Tugbo,MASELCO
2023-08-01,Cagba,MASELCO
2023-08-07,All Feeders,MASELCO
2023-08-12,Cataingan,MASELCO
2023-08-12,Palanas and Gahit,MASELCO
2023-08-12,Uson to Dimasalang,MASELCO
2023-08-12,Miaga,MASELCO
2023-08-12,Cataingan,MASELCO
2023-08-12,Uson to Gahit,MASELCO
2023-08-12,Miaga,MASELCO
2023-08-19,Cawayan.  Th,MASELCO
2023-08-19,Uson and San Vicente,MASELCO
2023-08-19,Mobo,MASELCO
2023-08-19,Baleno,MASELCO
2023-08-19,Milagros,MASELCO
2023-08-19,Masbate City,MASELCO
2023-08-24,Masbate City,MASELCO
2023-08-24,Brgy. Ibingay,MASELCO
2023-08-24,Masbate City,MASELCO
2023-08-24,Brgy. Ibingay,MASELCO
2023-08-26,Tolda to Balud,MASELCO
2023-09-07,All Feeders,MASELCO
2023-09-16,All Feeders,MASELCO
2023-09-25,Mandaon,MASELCO
2023-09-25,Aroroy to Mabato-bato,MASELCO
2023-09-25,Bangon,MASELCO
2023-10-09,Mandaon,MASELCO
2023-10-09,Balud and Tolda to Cabitan,MASELCO
2023-10-09,Mandaon to Bongcanaway,MASELCO
2023-10-09,Tolda,MASELCO
2023-10-15,Cataingan,MASELCO
2023-10-15,Palanas and Gahit,MASELCO
2023-10-15,Uson to Dimasalang,MASELCO
2023-10-15,Miaga,MASELCO
2023-10-29,Mandaon,MASELCO
2023-10-29,Aroroy to Cabitan,MASELCO
2023-10-29,Bangon,MASELCO
2023-10-29,All Feeders,MASELCO
2023-11-04,Placer,MASELCO
2023-11-04,Cawayan to Lucso-an,MASELCO
2023-11-04,San Vicente,MASELCO
2023-11-05,Mandaon,MASELCO
2023-11-05,Poblacion  to Cabitan,MASELCO
2023-11-06,Centro and Bagumbayan.,MASELCO
2023-11-06,Ibingay,MASELCO
2023-11-06,Kalipay,MASELCO
2023-11-06,Brgy. Espinosa,MASELCO
2023-11-06,Aroroy,MASELCO
2023-11-06,Brgy. Puro,MASELCO
2023-11-16,All Feeders,MASELCO
2023-11-17,All Feeders,MASELCO
2023-11-19,Uson,MASELCO
2023-11-19,Mobo to Miaga,MASELCO
2023-11-19,Pinamarbuhan,MASELCO
2023-12-23,Mandaon to Poblacion,MASELCO
2023-12-23,Cabitan,MASELCO
2023-12-31,Dimasalang,MASELCO
2023-12-31,Uson to Piaong,MASELCO
2023-12-31,Miaga,MASELCO
2024-01-08,All Feeders,MASELCO
2024-01-19,All Feeders,MASELCO
2024-01-22,Uson,MASELCO
2024-01-22,Mobo to Miaga,MASELCO
2024-01-22,Pinamarbuhan,MASELCO
2024-01-23,All Feeders,MASELCO
2024-02-20,All Feeders,MASELCO
2024-02-23,All Feeders,MASELCO
2024-03-06,Palanas and Cataingan,MASELCO
2024-03-06,Uson to Dimasalang,MASELCO
2024-03-06,Miaga,MASELCO
2024-03-09,Mandaon,MASELCO
2024-03-09,Milagros to Tolda/Mabato-bato,MASELCO
2024-03-09,Bacolod,MASELCO
2024-03-18,Uson,MASELCO
2024-03-18,Mobo to Miaga,MASELCO
2024-03-29,Pio V Corpus and Esperanza,MASELCO
2024-03-31,Dimasalang,MASELCO
2024-03-31,Uson to Piaong,MASELCO
2024-03-31,Miaga,MASELCO
2021-12-04, portion of West and East Bajac-Bajac. ,OEDC
2021-12-04, Portion of Kalaklan,OEDC
2021-12-13, Brgy. Kalaklan (Globe Tower),OEDC
2021-12-13, Upper Nagbaculao,OEDC
2021-12-19, Brgy. Kalaklan (Globe Tower),OEDC
2021-12-19, Upper Nagbaculao,OEDC
2022-01-09, Brgy. Kalaklan (Globe Tower),OEDC
2022-01-09, Upper Nagbaculao,OEDC
2022-01-24, Mabayuan,OEDC
2022-01-24, Portion of Leyva St.,OEDC
2022-01-31, New Cabalan ,OEDC
2022-01-31, Portion of Whole Pinagpala and Iram,OEDC
2022-02-14, Gordon Heights,OEDC
2022-02-14, Portion of Casoy St.,OEDC
2022-02-14, portion of Kalalake. ,OEDC
2022-02-14, Portion of East and West Bajac - Bajac,OEDC
2022-02-14, Portion of Kalaklan and Mabayuan,OEDC
2022-02-18, East Bajac-Bajac ,OEDC
2022-02-18, Portion of East 20th Street and Portion of Graham Street,OEDC
2022-02-18, Portion of Canda Street,OEDC
2022-02-18, Portion of Elicano Street,OEDC
2022-02-21, Gordon Heights ,OEDC
2022-02-21, Portion of Guava St.,OEDC
2022-02-21, Barretto ,OEDC
2022-02-21, Rizal Extension,OEDC
2022-02-22, Old Cabalan including Subic Water Pumping Station,OEDC
2022-02-22, Portion of Mulawin St.,OEDC
2022-02-23, Mabayuan ,OEDC
2022-02-23, and Davidson St.) and portion of Otero Ave.,OEDC
2022-02-23, Caron St.,OEDC
2022-02-23, Brill St.,OEDC
2022-02-23, Arthur St.,OEDC
2022-02-23, Rizal Ave.,OEDC
2022-02-23, Ardoin St.,OEDC
2022-02-23, Canda St.,OEDC
2022-02-23, Elicaño St.,OEDC
2022-02-23, Fontaine St.,OEDC
2022-02-23, Graham St.,OEDC
2022-02-23, 24th St.,OEDC
2022-02-23, 23rd St.,OEDC
2022-02-23, 22nd St.,OEDC
2022-02-23, 21st. St.,OEDC
2022-02-23, Portion of East and West Bajac-Bajac (20th St.,OEDC
2022-03-17, Mabayuan ,OEDC
2022-03-17, and Davidson St.) and portion of Otero Ave.,OEDC
2022-03-17, Caron St.,OEDC
2022-03-17, Brill St.,OEDC
2022-03-17, Arthur St.,OEDC
2022-03-17, Rizal Ave.,OEDC
2022-03-17, Ardoin St.,OEDC
2022-03-17, Canda St.,OEDC
2022-03-17, Elicaño St.,OEDC
2022-03-17, Fontaine St.,OEDC
2022-03-17, Graham St.,OEDC
2022-03-17, 24th St.,OEDC
2022-03-17, 23rd St.,OEDC
2022-03-17, 22nd St.,OEDC
2022-03-17, 21st. St.,OEDC
2022-03-17, Portion of East and West Bajac-Bajac (20th St.,OEDC
2022-03-17, 10th St.) ,OEDC
2022-03-17, Basa St.,OEDC
2022-03-17, Corpuz St.,OEDC
2022-03-17, Portion of West Tapinac (9th St.,OEDC
2022-05-02, 10th St.) ,OEDC
2022-05-02, Basa St.,OEDC
2022-05-02, Corpuz St.,OEDC
2022-05-02, Portion of West Tapinac (9th St.,OEDC
2022-05-04, Brgy. Sta. Rita ,OEDC
2022-05-04, Whole Sta. Rita Village,OEDC
2022-05-07, Brgy. Sta. Rita ,OEDC
2022-05-07, Whole Sta. Rita Village,OEDC
2022-05-16, and Harris St.) ,OEDC
2022-05-16, Graham St.,OEDC
2022-05-16,Canda St.,OEDC
2022-05-16, Fontaine St.,OEDC
2022-05-16, 20th St.,OEDC
2022-05-16, Elicaño St.,OEDC
2022-05-16, Portion of East Bajac-Bajac (21St St.,OEDC
2022-05-18, Portion of East Bajac-Bajac and Portion of Kalalake ,OEDC
2022-05-18, Mabayuan,OEDC
2022-05-18, Portion of Kalaklan,OEDC
2022-05-18, Portion of East Bajac-Bajac and Portion of Kalalake ,OEDC
2022-05-18, Mabayuan,OEDC
2022-05-18, Portion of Kalaklan,OEDC
2022-05-19, HL line,OEDC
2022-05-19, Kalaklan Ridge,OEDC
2022-05-21, Prk 5 Crusher Old Cabalan,OEDC
2022-05-21, Buenavista ,OEDC
2022-05-21, Portion of Tabacuhan,OEDC
2022-05-22, Prk 5 Crusher Old Cabalan,OEDC
2022-05-22, Buenavista ,OEDC
2022-05-22, Portion of Tabacuhan,OEDC
2022-05-26, near Tabacuhan Elementary School.,OEDC
2022-05-26, Portion of Tabacuhan Road,OEDC
2022-05-26, near Tabacuhan Elementary School.,OEDC
2022-05-26, Portion of Tabacuhan Road,OEDC
2022-05-27,Little St.,OEDC
2022-05-27, Gordon St.,OEDC
2022-05-27, 1st St.,OEDC
2022-05-29, Gordon Heights,OEDC
2022-05-29, Dayanan St.,OEDC
2022-05-29, Domingo St.,OEDC
2022-05-29, Pacheco St. Woodhouse St,OEDC
2022-05-29, Cell-1 Upper De Guzman,OEDC
2022-06-03, 20th St.),OEDC
2022-06-03, Brill St.,OEDC
2022-06-03, Portion of West Bajac-bajac ( 20th Place,OEDC
2022-06-08, 20th St.),OEDC
2022-06-08, Brill St.,OEDC
2022-06-08, Portion of West Bajac-bajac ( 20th Place,OEDC
2022-06-08, 20th St.),OEDC
2022-06-08, Brill St.,OEDC
2022-06-08, Portion of West Bajac-bajac ( 20th Place,OEDC
2022-06-09, Portion of Kalaklan,OEDC
2022-06-09, Whole of Barretto,OEDC
2022-06-14, Gordon Heights,OEDC
2022-06-14, and Cell-1,OEDC
2022-06-14, Upper De Guzman St.,OEDC
2022-06-14, Pacheco St.,OEDC
2022-06-14, Woodhouse St.,OEDC
2022-06-14, Domingo St.,OEDC
2022-06-14, Sander St.,OEDC
2022-06-14, Portion of Ruano St.,OEDC
2022-06-17, New Banicain,OEDC
2022-06-17, Portion of Gordon St.,OEDC
2022-06-30, Gordon Heights ,OEDC
2022-06-30, Portion of Cell-1 Upper De Guzman St.,OEDC
2022-07-09, portion of Kalalake ,OEDC
2022-07-09, portion of Ilalim,OEDC
2022-07-09, Liberty),OEDC
2022-07-09, GMA,OEDC
2022-07-09, ABS-CBN,OEDC
2022-07-09, Smart Tower,OEDC
2022-07-09, Globe Tower,OEDC
2022-07-09, Kalaklan Ridge (DWHL line,OEDC
2022-07-09, portion of Rizal Avenue,OEDC
2022-07-09, Portion of East and West Tapinac,OEDC
2022-07-18, portion of Kalalake ,OEDC
2022-07-18, portion of Ilalim,OEDC
2022-07-18, Liberty),OEDC
2022-07-18, GMA,OEDC
2022-07-18, ABS-CBN,OEDC
2022-07-18, Smart Tower,OEDC
2022-07-18, Globe Tower,OEDC
2022-07-18, Kalaklan Ridge (DWHL line,OEDC
2022-07-18, portion of Rizal Avenue,OEDC
2022-07-18, Portion of East and West Tapinac,OEDC
2022-07-19, New Cabalan ,OEDC
2022-07-19, Mercury St. and Jupiter St.,OEDC
2022-07-19, Portion of Venus St.,OEDC
2022-07-20, New Cabalan ,OEDC
2022-07-20, Portion of Everlasting St. and Sampaguita St.,OEDC
2022-07-26, New Cabalan ,OEDC
2022-07-26, and Lawin St.,OEDC
2022-07-26, Aguila St.,OEDC
2022-07-26, Iram Res. Area,OEDC
2022-07-26, Jasmin St.,OEDC
2022-07-26, Orchids ST.,OEDC
2022-07-26, Zenia St.,OEDC
2022-07-26, Yellow Bell St.,OEDC
2022-07-26, Silahis St.,OEDC
2022-07-26, Everlasting St.,OEDC
2022-07-26, Pinagpala St.,OEDC
2022-07-26, Avocado St.,OEDC
2022-07-26, Santol Ext.,OEDC
2022-07-26, Portion of Nat'l Hiway Purok 3 to Purok 5,OEDC
2022-07-28, New Cabalan ,OEDC
2022-07-28, and Lawin St.,OEDC
2022-07-28, Aguila St.,OEDC
2022-07-28, Iram Res. Area,OEDC
2022-07-28, Jasmin St.,OEDC
2022-07-28, Orchids ST.,OEDC
2022-07-28, Zenia St.,OEDC
2022-07-28, Yellow Bell St.,OEDC
2022-07-28, Silahis St.,OEDC
2022-07-28, Everlasting St.,OEDC
2022-07-28, Pinagpala St.,OEDC
2022-07-28, Avocado St.,OEDC
2022-07-28, Santol Ext.,OEDC
2022-07-28, Portion of Nat'l Hiway Purok 3 to Purok 5,OEDC
2022-08-11, Brgy. Pag-Asa and Brgy. New Asinan ,OEDC
2022-08-11, Brgy. New Kalalake,OEDC
2022-08-11, Portion of Corpuz St.) Brgy. East Tapinac,OEDC
2022-08-11, 14th St.,OEDC
2022-08-11, Portion of Brgy. West Tapinac (Portion of Esteban St.,OEDC
2022-08-11, Kalaklan Ridge,OEDC
2022-08-12, Old Cabalan ,OEDC
2022-08-12, Portion of Bennet Road,OEDC
2022-08-12, East Tapinac ,OEDC
2022-08-12, Donor St. and Bacon St.,OEDC
2022-08-12, Portion of Fendler St.,OEDC
2022-08-22, East Tapinac ,OEDC
2022-08-22, Donor St. and Bacon St.,OEDC
2022-08-22, Portion of Fendler St.,OEDC
2022-08-22,bajac ,OEDC
2022-08-22, Whole of Old and New Cabalan and portion of Rizal Avenue East and West Bajac,OEDC
2022-08-25,bajac ,OEDC
2022-08-25, Whole of Old and New Cabalan and portion of Rizal Avenue East and West Bajac,OEDC
2022-08-26, Sta. Rita ,OEDC
2022-08-26, and Magiting St.,OEDC
2022-08-26, Bayani St.,OEDC
2022-08-26, Tulio St.,OEDC
2022-08-26, Portion of Del Rosario St.,OEDC
2022-08-26, Bo. Barretto ,OEDC
2022-08-26, Portion of Jolo St. and Samar St.,OEDC
2022-08-26, Fendler St and 8th St.)  Time of Repair: Crew is still checking the primary lines in the affected areas for safety. ,OEDC
2022-08-26,Hansen St,OEDC
2022-08-26, Portion of East Tapinac (Portion of 12th St.,OEDC
2022-09-08, Fendler St and 8th St.)  Time of Repair: Crew is still checking the primary lines in the affected areas for safety. ,OEDC
2022-09-08,Hansen St,OEDC
2022-09-08, Portion of East Tapinac (Portion of 12th St.,OEDC
2022-09-12, Mel Flores St.) ,OEDC
2022-09-12, Portion of New Cabalan (Jasmin St.,OEDC
2022-09-17, East Tapinac ,OEDC
2022-09-17, Portion of Magsaysay Drive and Gallagher St.,OEDC
2022-09-26, East Tapinac ,OEDC
2022-09-26, Portion of Magsaysay Drive and Gallagher St.,OEDC
2022-09-29, portion of East Bajac-Bajac and portion of Brgy. Kalaklan ,OEDC
2022-09-29, Portion of Otero Avenue,OEDC
2022-10-09, Kalaklan ,OEDC
2022-10-09, Portion of Coral St.,OEDC
2022-10-21, Kalaklan ,OEDC
2022-10-21, Portion of Coral St.,OEDC
2022-10-22,Asa Brgy. New Asinan ,OEDC
2022-10-22, Kalaklan Ridge Bgry. Kalaklan CBMU St. Portion of Brgy. West Tapinac Portion of Esteban St. 14th St. Portion of Corpuz St. Brgy. East Tapinac Brgy. New Kalalake Brgy. Pag,OEDC
2022-10-26,Asa Brgy. New Asinan ,OEDC
2022-10-26, Kalaklan Ridge Bgry. Kalaklan CBMU St. Portion of Brgy. West Tapinac Portion of Esteban St. 14th St. Portion of Corpuz St. Brgy. East Tapinac Brgy. New Kalalake Brgy. Pag,OEDC
2022-10-30,Asa Brgy. New Asinan ,OEDC
2022-10-30, Kalaklan Ridge Bgry. Kalaklan CBMU St. Portion of Brgy. West Tapinac Portion of Esteban St. 14th St. Portion of Corpuz St. Brgy. East Tapinac Brgy. New Kalalake Brgy. Pag,OEDC
2022-10-30,Asa Brgy. New Asinan ,OEDC
2022-10-30, Kalaklan Ridge Bgry. Kalaklan CBMU St. Portion of Brgy. West Tapinac Portion of Esteban St. 14th St. Portion of Corpuz St. Brgy. East Tapinac Brgy. New Kalalake Brgy. Pag,OEDC
2022-10-30,Bajac ,OEDC
2022-10-30,Bajac Brgy. West Bajac,OEDC
2022-10-30,   Portion of Brgy. Mabayuan Portion of Brgy. East Bajac,OEDC
2022-10-30, Brgy. West Bajac-Bajac ,OEDC
2022-10-30, Brgy. East Bajac-Bajac ,OEDC
2022-10-30, Brgy. Mabayuan ,OEDC
2022-10-30, New cabalan ,OEDC
2022-10-30, Venus St. and Mecury St.,OEDC
2022-10-30, Eliseo Tala St.,OEDC
2022-10-30,   Portion of Jupiter St.,OEDC
2022-11-02, Portion of Tapinac  - Portion of Hansen St. - Portion of Gallagher St. - East 6th St. ,OEDC
2022-11-02, James L. Gordon Hospital ,OEDC
2022-11-02, RM Mall ,OEDC
2022-11-02, YBC Mall ,OEDC
2022-11-02, Columban College ,OEDC
2022-11-02, Columban Alley ,OEDC
2022-11-02, Fendler St. ,OEDC
2022-11-02, East 1st St. ,OEDC
2022-11-02, East 3rd St. ,OEDC
2022-11-02, Portion of Rizal Ave. ,OEDC
2022-11-02, Magsaysay Drive ,OEDC
2022-11-02, Portion of West Tapinac - Portion of Foster St. ,OEDC
2022-11-02, Brgy. Kalaklan ,OEDC
2022-11-03, Portion of Tapinac  - Portion of Hansen St. - Portion of Gallagher St. - East 6th St. ,OEDC
2022-11-03, James L. Gordon Hospital ,OEDC
2022-11-03, RM Mall ,OEDC
2022-11-03, YBC Mall ,OEDC
2022-11-03, Columban College ,OEDC
2022-11-03, Columban Alley ,OEDC
2022-11-03, Fendler St. ,OEDC
2022-11-03, East 1st St. ,OEDC
2022-11-03, East 3rd St. ,OEDC
2022-11-03, Portion of Rizal Ave. ,OEDC
2022-11-03, Magsaysay Drive ,OEDC
2022-11-03, Portion of West Tapinac - Portion of Foster St. ,OEDC
2022-11-03, Brgy. Kalaklan ,OEDC
2022-11-04, Portion of Tapinac  - Portion of Hansen St. - Portion of Gallagher St. - East 6th St. ,OEDC
2022-11-04, James L. Gordon Hospital ,OEDC
2022-11-04, RM Mall ,OEDC
2022-11-04, YBC Mall ,OEDC
2022-11-04, Columban College ,OEDC
2022-11-04, Columban Alley ,OEDC
2022-11-04, Fendler St. ,OEDC
2022-11-04, East 1st St. ,OEDC
2022-11-04, East 3rd St. ,OEDC
2022-11-04, Portion of Rizal Ave. ,OEDC
2022-11-04, Magsaysay Drive ,OEDC
2022-11-04, Portion of West Tapinac - Portion of Foster St. ,OEDC
2022-11-04, Brgy. Kalaklan ,OEDC
2022-11-04, Portion of Tapinac  - Portion of Hansen St. - Portion of Gallagher St. - East 6th St. ,OEDC
2022-11-04, James L. Gordon Hospital ,OEDC
2022-11-04, RM Mall ,OEDC
2022-11-04, YBC Mall ,OEDC
2022-11-04, Columban College ,OEDC
2022-11-04, Columban Alley ,OEDC
2022-11-04, Fendler St. ,OEDC
2022-11-04, East 1st St. ,OEDC
2022-11-04, East 3rd St. ,OEDC
2022-11-04, Portion of Rizal Ave. ,OEDC
2022-11-04, Magsaysay Drive ,OEDC
2022-11-04, Portion of West Tapinac - Portion of Foster St. ,OEDC
2022-11-04, Brgy. Kalaklan ,OEDC
2022-11-04, New Banicain and portion of Kababae ,OEDC
2022-11-04, Little St.,OEDC
2022-11-04, Gordon St.,OEDC
2022-11-04,1st St.,OEDC
2022-11-04, HL line ,OEDC
2022-11-04,Kalaklan Ridge,OEDC
2022-11-05, Gordon Heights ,OEDC
2022-11-05,Blk-23 Ubas St.,OEDC
2022-11-23, New Cabalan ,OEDC
2022-11-23, Along Saturn Street,OEDC
2022-11-23, New Cabalan ,OEDC
2022-11-23, Along Saturn Street,OEDC
2022-11-25, New Cabalan ,OEDC
2022-11-25, Along Saturn Street,OEDC
2022-11-29, West Bajac-Bajac ,OEDC
2022-11-29, Portion of Rizal Ave. near OCES,OEDC
2022-12-10,bajac ,OEDC
2022-12-10, Portion Barangay East Bajac,OEDC
2022-01-12, West Tapinac ,OEDC
2022-01-12, Portion of Corpuz St. and 13th St.,OEDC
2022-01-13, New Ilalim. ,OEDC
2022-01-13, Portion of Esteban St. and West 12th St.,OEDC
2023-01-14, Brgy. Pag-asa ,OEDC
2023-01-14, Portion of Bonifacio St. and Natividad St.,OEDC
2023-01-19, Bo. Barretto ,OEDC
2023-01-19, Portion of Banaba St.,OEDC
2023-01-25, Portion of Camia St and Portion of Amapola St Sta. Rita ,OEDC
2023-01-25, Portion of Begonia St,OEDC
2023-01-25, Portion of Camia St and Portion of Amapola St Sta. Rita ,OEDC
2023-01-25, Portion of Begonia St,OEDC
2023-02-04, Bo. Barretto ,OEDC
2023-02-04, Portion of Rizal Ext.,OEDC
2023-02-07, Bo. Barretto ,OEDC
2023-02-07, Portion of Rizal Ext.,OEDC
2023-02-09, Whole of Bo. Barretto ,OEDC
2023-02-09, Bgry. Kalaklan - Coral St. - Nabaculao - Hiway from Church of Christ to Bo. Barretto ,OEDC
2023-02-10, Whole of Bo. Barretto ,OEDC
2023-02-10, Bgry. Kalaklan - Coral St. - Nabaculao - Hiway from Church of Christ to Bo. Barretto ,OEDC
2023-02-14, Brgy. New Banicain ,OEDC
2023-02-14, Brgy. New Kababae ,OEDC
2023-02-14, Brgy. West Tapinac ,OEDC
2023-02-14, Portion of West Bajac-bajac,OEDC
2023-02-14, Portion of Rizal Avenue going to Ulo ng Apo ,OEDC
2023-02-17, and Rizal Ext. Bo. Barretto  ,OEDC
2023-02-17, Manggahan St.,OEDC
2023-02-17, Portion of Rizal St.,OEDC
2023-02-18, Rizal Ext. Bo. Barretto (near Columban College Hotel) ,OEDC
2023-02-18, Along Mahogany St.,OEDC
2023-02-20, portion of Victory Compound Old Cabalan) ,OEDC
2023-02-20, Portion of Old Cabalan (Apitong,OEDC
2023-02-22, portion of Victory Compound Old Cabalan) ,OEDC
2023-02-22, Portion of Old Cabalan (Apitong,OEDC
2023-02-25, portion of Victory Compound Old Cabalan) ,OEDC
2023-02-25, Portion of Old Cabalan (Apitong,OEDC
2023-02-26, portion of Victory Compound Old Cabalan) ,OEDC
2023-02-26, Portion of Old Cabalan (Apitong,OEDC
